,cntr_no,carrier_no,pol,scheduled_pol_etd,pol_atd,pod,scheduled_pod_eta,pod_ata,portcast_predicted_pod_eta,container_pod_actual_discharge,last_container_event,vessel_legs,container_pod_scheduled_discharge
1420,TCLU5242849,HLCU,VNVUT,2021-03-31T11:00:00+07:00,2021-03-31T11:21:00+07:00,USVAN,,,2021-05-14T15:00:00,2021-05-16T05:35:00,Unclassified,1.0,
1421,HASU4456464,MAEU,KHKOS,2021-05-15T15:00:00+07:00,,USHOU,2021-07-04T15:00:00-06:00,,2021-07-06T20:01:05.325823-06:00,,Gate out,3.0,2021-07-04T15:00:00
1422,TLLU5249353,MAEU,ITGOA,2021-05-22T18:00:00+01:00,2021-05-28T19:05:08+01:00,USLAX,,,2021-07-03T23:30:00,,Unclassified,3.0,2021-07-03T23:30:00
1423,MSKU0254823,MAEU,INNSA,2021-05-10T03:59:00+05:30,2021-05-10T03:59:00+05:30,USNYC,2021-06-01T07:00:00-05:00,,2021-06-01T06:29:39.244153-05:00,,Gate out,1.0,2021-06-01T07:00:00
1424,MRKU0936251,MAEU,CNNGB,2021-05-22T16:18:00+08:00,2021-05-22T16:18:00+08:00,USMOB,2021-06-17T18:00:00-06:00,,2021-06-18T14:37:50.240169-06:00,,Gate out,1.0,2021-06-17T18:00:00
1425,MRKU0618667,MAEU,CNSHG,2021-05-09T17:52:00+08:00,2021-05-09T17:52:00+08:00,USLGB,2021-05-30T06:30:00-08:00,2021-05-30T06:30:00-08:00,,2021-05-29T08:00:00,Gate out,1.0,
1426,MRSU3073516,MAEU,KHKOS,2021-05-15T15:00:00+07:00,,USLAX,2021-06-23T08:00:00-08:00,,2021-06-22T21:30:06.241951-08:00,,Gate out,3.0,2021-06-23T07:00:00
1427,FFAU3234392,OOLU,VNCMT,,,USSAV,,,2021-06-30T17:00:00,,Vessel arrival,1.0,2021-06-30T17:00:00
1428,MRKU0948735,MAEU,CNNGB,2021-05-22T16:18:00+08:00,2021-05-22T16:18:00+08:00,USMOB,2021-06-17T18:00:00-06:00,,2021-06-18T14:37:50.240169-06:00,,Gate out,1.0,2021-06-17T18:00:00
1429,BSIU9767351,ZIMU,,,,,,,,,,,
1430,PONU3059327,MAEU,,,,,,,,,,,
1431,PONU1722256,MAEU,CNNGB,2021-05-22T16:18:00+08:00,2021-05-22T16:18:00+08:00,USMOB,2021-06-17T18:00:00-06:00,,2021-06-18T14:37:50.240169-06:00,,Gate out,1.0,2021-06-17T18:00:00
1432,OOCU7560667,OOLU,VNCMT,,,USSAV,,,2021-06-30T17:00:00,,Vessel arrival,1.0,2021-06-30T17:00:00
1433,OOLU9700830,OOLU,VNCMT,,,USSAV,,,2021-06-30T17:00:00,,Vessel arrival,1.0,2021-06-30T17:00:00
1434,FCIU8023213,ZIMU,,,,,,,,,,,
1435,DFSU6849299,OOLU,VNCMT,,,USSAV,,,2021-06-30T17:00:00,,Vessel arrival,1.0,2021-06-30T17:00:00
1436,TCNU8977182,MSCU,,,,,,,,,,,
1437,TCKU7105452,MAEU,CNNGB,2021-05-22T16:18:00+08:00,2021-05-22T16:18:00+08:00,USMOB,2021-06-17T18:00:00-06:00,,2021-06-18T14:37:50.240169-06:00,,Gate out,1.0,2021-06-17T18:00:00
1438,CMAU7715947,CMDU,INMUN,2021-05-27T04:00:00+05:30,2021-05-29T00:48:20.440000+05:30,USSAV,2021-06-22T06:00:00-05:00,,2021-06-23T10:39:21.295883-05:00,,Unload from vessel,1.0,2021-06-22T06:00:00
1439,OOLU9177988,COSU,,,,,,,,,,,
1440,OOCU7989013,COSU,,,,,,,,,,,
1441,DFSU7163873,MSCU,CNXMG,,,USLGB,,,2021-06-27T00:00:00,,Unload from vessel,1.0,2021-06-27T00:00:00
1442,CMAU6871267,CMDU,CNSHG,2021-05-29T07:30:00+08:00,2021-05-30T13:45:08+08:00,USNYC,,,2021-06-27T13:00:00,,Unload from vessel,1.0,2021-06-27T13:00:00
1443,MEDU4296059,MSCU,CNXMG,,,USLGB,,,2021-06-27T00:00:00,,Unload from vessel,1.0,2021-06-27T00:00:00
1444,OOCU9006320,COSU,,,,,,,,,,,
1445,LCGU8085744,CMDU,CNSHG,2021-05-11T05:00:00+08:00,2021-05-12T10:39:23+08:00,USNYC,2021-06-04T13:00:00-05:00,,2021-06-06T15:59:52.505469-05:00,,Unload from vessel,1.0,2021-06-07T13:00:00
1446,OOCU9017617,COSU,,,,,,,,,,,
1447,MSMU8183835,MSCU,CNXMG,,,USLGB,,,2021-06-27T00:00:00,,Unload from vessel,1.0,2021-06-27T00:00:00
1448,SEKU4332774,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
1449,ZCSU7514845,ZIMU,KHKOS,,,USNYC,,,2021-07-03T08:00:00,,Loaded onto vessel,1.0,2021-07-03T08:00:00
1450,OOCU8031502,COSU,CNNGB,,,USMOB,,,2021-06-16T07:00:00,,Vessel arrival,1.0,2021-06-16T07:00:00
1451,TGBU6085844,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
1452,TEMU7881810,COSU,CNYTN,2021-05-16T10:00:00+08:00,2021-05-18T11:47:13.250000+08:00,USNYC,2021-06-15T13:00:00-05:00,,2021-06-16T15:34:02.974317-05:00,,Vessel arrival,1.0,2021-06-17T12:30:00
1453,TCKU4640331,ONEY,VNHPH,2021-05-17T08:00:00+07:00,2021-05-01T14:25:00+07:00,USSAV,2021-07-03T14:00:00-05:00,,2021-07-09T18:55:50.364724-05:00,,Unclassified,2.0,2021-07-03T20:30:00
1454,APHU7286211,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
1455,MOEU1403877,ONEY,CNYTN,2021-05-18T17:28:00+08:00,2021-05-18T17:28:00+08:00,USTIW,2021-06-08T12:00:00-07:00,,2021-06-08T06:39:46.539778-07:00,,Vessel departure,1.0,2021-06-08T19:30:00
1456,CSNU6086486,COSU,CNSHG,2021-05-17T05:00:00+08:00,2021-05-17T22:20:39+08:00,USNYC,2021-06-18T18:00:00-05:00,,2021-06-25T03:49:26.488928-05:00,,Vessel arrival,1.0,2021-06-27T07:00:00
1457,SEGU5939177,ONEY,CNYTN,2021-05-18T17:28:00+08:00,2021-05-18T17:28:00+08:00,USTIW,2021-06-08T12:00:00-07:00,,2021-06-08T06:39:46.539778-07:00,,Vessel departure,1.0,2021-06-08T19:30:00
1458,SEGU6293081,COSU,,,,,,,,,,,
1459,TCNU4918710,ONEY,VNCMT,2021-05-05T19:15:00+07:00,2021-05-05T19:15:00+07:00,USTIW,2021-06-01T23:00:00-07:00,,2021-06-02T17:44:03.056770-07:00,,Vessel departure,1.0,2021-06-02T06:30:00
1460,DRYU4572373,ONEY,CNYTN,2021-05-23T15:35:00+08:00,2021-05-23T15:35:00+08:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Vessel departure,1.0,2021-06-25T00:30:00
1461,NYKU4635544,ONEY,CNYTN,2021-05-23T15:35:00+08:00,2021-05-23T15:35:00+08:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Vessel departure,1.0,2021-06-25T00:30:00
1462,CCLU9916824,ONEY,CNYTN,2021-05-14T08:27:00+08:00,2021-05-14T08:27:00+08:00,USMOB,2021-06-17T02:00:00-06:00,,2021-06-17T10:51:48.108763-06:00,,Vessel departure,1.0,2021-06-17T07:30:00
1463,CXDU1135819,ONEY,CNYTN,2021-05-27T17:23:00+08:00,2021-05-31T19:34:13.480000+08:00,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Loaded onto vessel,1.0,2021-06-28T00:30:00
1464,DRYU4261350,ONEY,CNNGB,2021-06-04T08:00:00+08:00,,USSAV,2021-07-14T11:00:00-05:00,,2021-07-13T16:01:31.558900-05:00,,Gate in,1.0,2021-07-16T03:30:00
1465,KKFU9164699,ONEY,CNYTN,2021-06-06T19:00:00+08:00,,USNYC,2021-07-07T18:30:00-05:00,,2021-07-10T00:19:58.238686-05:00,,Gate in,1.0,2021-07-08T00:30:00
1466,NYKU0722661,ONEY,VNCMT,2021-05-05T19:15:00+07:00,2021-05-05T19:15:00+07:00,USTIW,2021-06-01T23:00:00-07:00,,2021-06-02T17:44:03.056770-07:00,,Vessel departure,1.0,2021-06-02T06:30:00
1467,UETU4030010,ONEY,CNYTN,2021-06-07T04:00:00+08:00,,USLGB,2021-06-21T05:00:00-08:00,,2021-06-21T14:45:45.394116-08:00,,Gate in,1.0,2021-06-21T08:30:00
1468,SEKU4382899,ONEY,CNYTN,2021-06-06T19:00:00+08:00,,USNYC,2021-07-07T18:30:00-05:00,,2021-07-10T00:19:58.238686-05:00,,Gate in,1.0,2021-07-08T00:30:00
1469,CRSU0407013,ONEY,CNYTN,2021-06-07T04:00:00+08:00,,USLGB,2021-06-21T05:00:00-08:00,,2021-06-21T14:45:45.394116-08:00,,Gate in,1.0,2021-06-21T08:30:00
1470,TCLU1496681,ONEY,VNCMT,2021-05-05T19:15:00+07:00,2021-05-05T19:15:00+07:00,USTIW,2021-06-01T23:00:00-07:00,,2021-06-02T17:44:03.056770-07:00,,Vessel departure,1.0,2021-06-02T06:30:00
1471,UETU4141713,ONEY,CNNGB,,,USSAV,2021-06-01T03:00:00-05:00,,2021-06-02T10:35:26.150476-05:00,,Vessel departure,1.0,2021-06-01T09:30:00
1472,KKFU8126713,ONEY,VNCMT,2021-05-05T03:00:00+07:00,2021-05-05T03:00:00+07:00,USLAX,2021-05-24T14:00:00-08:00,2021-05-24T14:00:00-08:00,,2021-05-26T01:46:00,Unload from vessel,1.0,
1473,TCLU4671767,ONEY,CNSHG,2021-05-05T09:00:00+08:00,2021-05-05T09:00:00+08:00,USNYC,2021-06-02T04:00:00-05:00,,2021-06-03T08:15:30.526049-05:00,,Vessel departure,1.0,2021-06-02T09:30:00
1474,KKFU1516793,ONEY,CNNGB,2021-06-03T06:00:00+08:00,,USLAX,2021-06-17T04:00:00-08:00,,2021-06-18T11:46:22.168495-08:00,,Gate in,2.0,2021-06-16T08:30:00
1475,CAIU5827020,ONEY,CNSHG,2021-05-05T09:00:00+08:00,2021-05-05T09:00:00+08:00,USNYC,2021-06-02T04:00:00-05:00,,2021-06-03T08:15:30.526049-05:00,,Vessel departure,1.0,2021-06-02T09:30:00
1476,NYKU5757594,ONEY,VNCMT,2021-05-05T03:00:00+07:00,2021-05-05T03:00:00+07:00,USLAX,2021-05-24T14:00:00-08:00,2021-05-24T14:00:00-08:00,,2021-05-30T10:14:00,Unload from vessel,1.0,
1477,TEMU7306410,ONEY,VNCMT,2021-05-05T19:15:00+07:00,2021-05-05T19:15:00+07:00,USTIW,2021-06-01T23:00:00-07:00,,2021-06-02T17:44:03.056770-07:00,,Vessel departure,1.0,2021-06-02T06:30:00
1478,TCNU8378899,ONEY,VNCMT,2021-06-02T10:00:00+07:00,,USLGB,2021-06-21T05:00:00-08:00,,2021-06-21T14:45:45.394116-08:00,,Unclassified,1.0,2021-06-21T08:30:00
1479,DRYU4283370,ONEY,VNCMT,,,USNYC,2021-06-09T18:30:00-05:00,,2021-06-10T12:50:26.565876-05:00,,Vessel departure,2.0,2021-06-10T00:30:00
1480,NYKU8504100,ONEY,CNQDG,2021-03-28T03:00:00+08:00,2021-03-30T14:07:35.490000+08:00,USSAV,2021-05-19T12:00:00-05:00,2021-05-19T12:00:00-05:00,,2021-05-22T21:42:00,Unload from vessel,1.0,
1481,FDCU0364152,ONEY,VNCMT,,,USNYC,2021-06-13T12:30:00-05:00,,2021-06-14T01:01:45.338587-05:00,,Vessel departure,2.0,2021-06-13T18:30:00
1482,DRYU4138860,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Gate in,1.0,2021-06-28T00:30:00
1483,SEGU5941940,ONEY,CNQDG,2021-05-22T07:55:00+08:00,2021-05-22T07:55:00+08:00,USSAV,2021-07-05T14:00:00-05:00,,2021-07-06T02:20:19.179847-05:00,,Vessel departure,1.0,2021-07-05T20:30:00
1484,TRHU4636406,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-09T18:30:00-05:00,,2021-06-10T12:50:26.565876-05:00,,Vessel departure,1.0,2021-06-10T00:30:00
1485,TRHU5217364,ONEY,CNQDG,2021-05-31T19:00:00+08:00,,USSAV,2021-07-14T11:00:00-05:00,,2021-07-13T16:01:31.558900-05:00,,Gate in,1.0,2021-07-15T03:30:00
1486,TCLU6628780,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Gate in,1.0,2021-06-28T00:30:00
1487,TTNU4471199,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USSAV,2021-07-03T14:00:00-05:00,,2021-07-09T18:55:50.364724-05:00,,Unclassified,1.0,2021-07-03T20:30:00
1488,KOCU9010198,HDMU,VNVUT,,,USORF,,,2021-06-30T23:00:00,,Unclassified,1.0,2021-06-30T23:00:00
1489,KOCU9031082,HDMU,VNVUT,,,USORF,,,2021-06-30T23:00:00,,Unclassified,1.0,2021-06-30T23:00:00
1490,NYKU0818531,ONEY,CNQDG,2021-05-31T19:00:00+08:00,,USSAV,2021-07-14T11:00:00-05:00,,2021-07-13T16:01:31.558900-05:00,,Gate in,1.0,2021-07-15T03:30:00
1491,TLLU5937340,HLCU,INNSA,2021-05-11T15:00:00+05:30,2021-05-11T18:54:00+05:30,USSAV,2021-06-08T07:00:00-05:00,,2021-06-09T19:00:00,,Unclassified,1.0,2021-06-09T19:00:00
1492,TCLU6640050,ONEY,CNSHG,2021-05-23T22:00:00+08:00,2021-05-23T22:00:00+08:00,USNYC,2021-06-22T13:30:00-05:00,,2021-06-22T17:50:11.470250-05:00,,Vessel departure,1.0,2021-06-22T19:30:00
1493,HMMU9037783,HDMU,CNSHG,,,USSAV,,,2021-06-18T08:00:00,,Unclassified,1.0,2021-06-18T08:00:00
1494,ONEU7005886,ONEY,CNSHG,2021-05-28T13:00:00+08:00,2021-05-28T13:00:00+08:00,USNYC,2021-06-27T13:30:00-05:00,,2021-06-27T08:30:43.252343-05:00,,Vessel departure,1.0,2021-06-27T19:30:00
1495,HLBU2594246,HLCU,INNSA,2021-05-31T08:00:00+05:30,2021-06-01T10:07:04.570000+05:30,USNYC,2021-06-23T19:00:00-05:00,,2021-06-24T17:25:09.064040-05:00,,Unclassified,1.0,2021-06-23T19:00:00
1496,HLXU5232490,HLCU,CNNGB,,,USNYC,,,2021-07-03T18:00:00,,Unclassified,1.0,2021-07-03T18:00:00
1497,HMMU9063170,HDMU,VNVUT,,,USORF,,,2021-06-30T23:00:00,,Unclassified,1.0,2021-06-30T23:00:00
1498,UACU8313478,HLCU,TWKHH,2021-05-29T14:00:00+08:00,2021-05-29T16:45:01+08:00,USSAV,,,2021-07-05T13:00:00,,Unclassified,1.0,2021-07-05T13:00:00
1499,KOCU9001149,HDMU,VNVUT,,,USORF,,,2021-06-30T23:00:00,,Unclassified,1.0,2021-06-30T23:00:00
1500,HLXU6490925,HLCU,CNNGB,,,USNYC,,,2021-07-03T18:00:00,,Unclassified,1.0,2021-07-03T18:00:00
1501,UACU5419770,HLCU,INMUN,2021-05-27T04:00:00+05:30,2021-05-29T00:48:20.440000+05:30,USSAV,,,2021-06-22T07:00:00,,Vessel arrival,1.0,2021-06-22T07:00:00
1502,CAIU8459003,HLCU,VNVUT,2021-05-09T06:00:00+07:00,2021-05-09T06:24:00+07:00,USNYC,2021-06-06T10:00:00-05:00,,2021-06-10T19:36:47.932567-05:00,,Unclassified,1.0,2021-06-10T05:00:00
1503,GESU6005431,MAEU,ITGOA,2021-06-06T18:00:00+01:00,,,,,2021-07-05T06:00:00,,Unclassified,3.0,2021-07-05T06:00:00
1504,FCIU8524684,HLCU,INMUN,2021-05-27T04:00:00+05:30,2021-05-29T00:48:20.440000+05:30,USSAV,,,2021-06-22T07:00:00,,Vessel arrival,1.0,2021-06-22T07:00:00
1505,GESU6013756,MAEU,INMUN,2021-04-26T03:00:00+05:30,2021-04-25T23:54:00+05:30,,,,2021-06-10T14:00:00,,Unclassified,3.0,2021-06-10T14:00:00
1506,MSKU6277770,MAEU,VNVUT,,,BRFOR,,,2021-07-09T23:00:00,,Unclassified,3.0,2021-07-09T23:00:00
1507,TGBU6190618,HLCU,VNVUT,2021-05-09T06:00:00+07:00,2021-05-09T06:24:00+07:00,USNYC,2021-06-06T10:00:00-05:00,,2021-06-10T19:36:47.932567-05:00,,Unclassified,1.0,2021-06-10T05:00:00
1508,MSKU4708837,MAEU,CNSHG,2021-06-10T11:30:00+08:00,,USLAX,2021-06-23T08:00:00-08:00,,2021-06-22T21:30:06.241951-08:00,,Gate out,1.0,2021-06-23T07:00:00
1509,HLBU1329206,HLCU,VNVUT,2021-05-25T00:01:00+07:00,,USSAV,2021-06-28T03:00:00-05:00,,2021-07-03T02:00:00,,Vessel arrival,1.0,2021-07-03T02:00:00
1510,UETU5473461,HLCU,VNVUT,2021-05-25T00:01:00+07:00,,USSAV,2021-06-28T03:00:00-05:00,,2021-07-03T02:00:00,,Vessel arrival,1.0,2021-07-03T02:00:00
1511,PONU1640610,MAEU,VNVUT,,,BRFOR,,,2021-07-09T23:00:00,,Unclassified,3.0,2021-07-09T23:00:00
1512,MSKU4629682,MAEU,CNSHG,2021-05-13T19:09:00+08:00,2021-05-14T17:28:18+08:00,USMOB,2021-06-07T18:00:00-06:00,,2021-06-09T17:35:14.630976-06:00,,Gate out,1.0,2021-06-08T18:00:00
1513,SUDU1347539,MAEU,CNXMG,,,USMOB,,,2021-07-02T13:00:00,,Gate out,1.0,2021-07-02T13:00:00
1514,HLBU2009737,HLCU,VNVUT,2021-05-18T15:30:00+07:00,,USNYC,2021-06-16T17:00:00-05:00,,2021-06-24T00:01:00,,Vessel arrival,1.0,2021-06-24T00:01:00
1515,CAAU6047370,MAEU,CNYTN,2021-05-14T00:00:00+08:00,2021-05-16T01:07:01+08:00,USMOB,2021-06-14T00:00:00-06:00,,2021-06-14T12:29:18.365983-06:00,,Gate out,1.0,2021-06-16T13:00:00
1516,TEMU7551700,HLCU,VNVUT,2021-05-18T15:30:00+07:00,,USNYC,2021-06-16T17:00:00-05:00,,2021-06-24T00:01:00,,Vessel arrival,1.0,2021-06-24T00:01:00
1517,MAEU9203074,MAEU,CNYTN,2021-05-14T00:00:00+08:00,2021-05-16T01:07:01+08:00,USMOB,2021-06-14T00:00:00-06:00,,2021-06-14T12:29:18.365983-06:00,,Gate out,1.0,2021-06-16T13:00:00
1518,TRLU9468366,HLCU,CNYTN,2021-05-16T16:30:00+08:00,2021-05-18T17:51:37+08:00,CAVAN,2021-06-14T16:00:00-07:00,,2021-06-11T22:23:36.672169-07:00,,Unclassified,1.0,2021-06-12T16:00:00
1519,DRYU4520723,CMDU,,,,,,,,,,,
1520,CCLU7013465,COSU,,,,,,,,,,,
1521,APZU4392423,CMDU,,,,,,,,,,,
1522,CAIU7666428,HDMU,,,,,,,,,,,
1523,UACU5987358,HLCU,CNYTN,2021-05-16T16:30:00+08:00,2021-05-18T17:51:37+08:00,CAVAN,2021-06-14T16:00:00-07:00,,2021-06-11T22:23:36.672169-07:00,,Unclassified,1.0,2021-06-12T16:00:00
1524,HLBU1591746,HLCU,CNQDG,,,USNYC,,,2021-07-03T18:00:00,,Unclassified,1.0,2021-07-03T18:00:00
1525,BEAU4750320,CMDU,,,,,,,,,,,
1526,FSCU4566422,CMDU,,,,,,,,,,,
1527,MSKU4754920,MAEU,,,,,,,,,,,
1528,GESU1450835,CMDU,,,,,,,,,,,
1529,MSKU4727077,MAEU,,,,,,,,,,,
1530,CXDU1122160,COSU,,,,,,,,,,,
1531,BMOU4189949,CMDU,,,,,,,,,,,
1532,TCKU4113916,COSU,,,,,,,,,,,
1533,CMAU5510871,CMDU,,,,,,,,,,,
1534,TEMU6690568,CMDU,,,,,,,,,,,
1535,CMAU6106397,CMDU,,,,,,,,,,,
1536,OOCU9004482,COSU,,,,,,,,,,,
1537,TEMU8028885,COSU,,,,,,,,,,,
1538,OOCU9017535,COSU,,,,,,,,,,,
1539,CMAU7558920,CMDU,,,,,,,,,,,
1540,CCLU4760240,COSU,,,,,,,,,,,
1541,CXDU2231648,COSU,,,,,,,,,,,
1542,OOCU9003531,COSU,,,,,,,,,,,
1543,OOCU9020776,COSU,,,,,,,,,,,
1544,HMMU6476587,HDMU,,,,,,,,,,,
1545,OOCU9022085,COSU,,,,,,,,,,,
1546,APZU4571028,CMDU,,,,,,,,,,,
1547,HMMU6110849,HDMU,,,,,,,,,,,
1548,GAOU6210237,HDMU,,,,,,,,,,,
1549,TCNU6748696,HLCU,,,,,,,,,,,
1550,CCLU7444966,COSU,,,,,,,,,,,
1551,GESU6633510,CMDU,,,,,,,,,,,
1552,DFSU4192034,COSU,,,,,,,,,,,
1553,APZU4722660,CMDU,,,,,,,,,,,
1554,BMOU5172410,HDMU,,,,,,,,,,,
1555,BMOU5427065,CMDU,,,,,,,,,,,
1556,OOCU9004060,COSU,,,,,,,,,,,
1557,MSKU4660008,MAEU,,,,,,,,,,,
1558,MAEU9210263,MAEU,,,,,,,,,,,
1559,MSKU4753203,MAEU,,,,,,,,,,,
1560,OOLU4362052,COSU,,,,,,,,,,,
1561,ONEU7001690,ONEY,,,,,,,,,,,
1562,OOCU9017279,COSU,,,,,,,,,,,
1563,MRKU2277868,MAEU,,,,,,,,,,,
1564,NYKU4873917,ONEY,,,,,,,,,,,
1565,DFSU4321321,COSU,,,,,,,,,,,
1566,MSKU4673427,MAEU,,,,,,,,,,,
1567,NYKU5282884,ONEY,,,,,,,,,,,
1568,OOCU9014201,COSU,,,,,,,,,,,
1569,TCNU5995330,ONEY,,,,,,,,,,,
1570,UETU5914470,HLCU,,,,,,,,,,,
1571,TCNU5080447,ONEY,,,,,,,,,,,
1572,ZCSU7524709,ZIMU,KHKOS,,,USNYC,,,2021-06-28T13:00:00,,Unload from vessel,2.0,2021-06-28T13:00:00
1573,TEMU8029304,OOLU,,,,,,,,,,,
1574,TRHU4519143,MAEU,,,,,,,,,,,
1575,NYKU5249130,ONEY,,,,,,,,,,,
1576,FFAU1485146,ONEY,,,,,,,,,,,
1577,FDCU0449590,ONEY,,,,,,,,,,,
1578,DFSU6257200,ONEY,,,,,,,,,,,
1579,KKFU7951000,ONEY,,,,,,,,,,,
1580,KKFU8143270,ONEY,,,,,,,,,,,
1581,TCNU6809528,ONEY,,,,,,,,,,,
1582,FFAU2310651,MSCU,,,,,,,,,,,
1583,CXDU2184037,ONEY,,,,,,,,,,,
1584,CCLU6959972,COSU,CNNGB,2021-04-09T00:00:00+08:00,2021-04-11T04:49:52.650000+08:00,USNYC,2021-05-08T00:00:00-05:00,2021-05-09T06:48:12.670000-05:00,,2021-05-10T12:46:00,Unload from vessel,1.0,
1585,SEGU6965720,MSCU,,,,,,,,,,,
1586,APHU7409002,CMDU,CNSHG,2021-04-04T02:00:00+08:00,2021-04-03T19:36:00+08:00,USSEA,2021-05-14T15:00:00-07:00,2021-05-19T17:23:55.020000-07:00,,2021-05-21T07:46:00,Unload from vessel,1.0,
1587,CSNU6186356,COSU,CNYTN,2021-03-30T07:30:00+08:00,2021-03-30T08:14:29+08:00,USNYC,2021-05-06T11:00:00-05:00,,2021-05-06T11:00:00-05:00,2021-05-06T14:26:00,Unload from vessel,1.0,2021-05-06T14:26:00
1588,TCLU8712078,COSU,CNNGB,2021-04-09T00:00:00+08:00,2021-04-11T04:49:52.650000+08:00,USNYC,2021-05-08T00:00:00-05:00,2021-05-09T06:48:12.670000-05:00,,2021-05-10T12:46:00,Unload from vessel,1.0,
1589,CSNU7255662,COSU,VNVUT,,,USNYC,2021-05-06T11:00:00-05:00,,2021-05-06T11:00:00-05:00,2021-05-06T05:00:00,Vessel arrival,1.0,2021-05-06T05:00:00
1590,ECMU4629051,CMDU,CNSHG,2021-04-07T00:00:00+08:00,2021-04-09T05:58:20+08:00,USNYC,2021-05-08T00:00:00-05:00,2021-05-09T06:48:12.670000-05:00,,2021-05-09T13:57:00,Unclassified,1.0,
1591,SEGU5122269,CMDU,CNNGB,2021-04-09T19:00:00+08:00,,USNYC,2021-05-08T00:00:00-05:00,2021-05-09T06:48:12.670000-05:00,,2021-05-10T10:56:00,Unload from vessel,1.0,
1592,ECMU8118189,CMDU,CNSHG,2021-04-07T00:00:00+08:00,2021-04-09T05:58:20+08:00,USNYC,2021-05-08T00:00:00-05:00,2021-05-09T06:48:12.670000-05:00,,2021-05-09T07:51:00,Vessel arrival,1.0,
1593,CSLU6317084,COSU,CNYTN,2021-03-30T07:30:00+08:00,2021-03-30T08:14:29+08:00,USNYC,2021-05-06T11:00:00-05:00,,2021-05-06T11:00:00-05:00,2021-05-06T05:16:00,Vessel arrival,1.0,2021-05-06T05:16:00
1594,TRHU4610675,CMDU,CNNGB,2021-04-12T20:24:00+08:00,2021-04-12T20:24:00+08:00,USNYC,2021-05-15T07:00:00-05:00,,2021-05-15T07:00:00,2021-05-17T04:08:00,Unclassified,1.0,
1595,CSNU7705230,COSU,CNYTN,2021-03-30T07:30:00+08:00,2021-03-30T08:14:29+08:00,USNYC,2021-05-06T11:00:00-05:00,,2021-05-06T11:00:00-05:00,2021-05-06T08:55:00,Unload from vessel,1.0,2021-05-06T08:55:00
1596,APZU4368319,CMDU,CNSHG,2021-04-07T00:00:00+08:00,2021-04-09T05:58:20+08:00,USNYC,2021-05-08T00:00:00-05:00,2021-05-09T06:48:12.670000-05:00,,2021-05-11T02:46:00,Unload from vessel,1.0,
1597,APZU4675700,CMDU,CNNGB,2021-04-12T20:24:00+08:00,2021-04-12T20:24:00+08:00,USNYC,2021-05-15T07:00:00-05:00,,2021-05-15T07:00:00,2021-05-16T22:40:00,Unclassified,1.0,
1598,SEGU4700188,CMDU,CNSHG,2021-04-07T00:00:00+08:00,2021-04-09T05:58:20+08:00,USNYC,2021-05-08T00:00:00-05:00,2021-05-09T06:48:12.670000-05:00,,2021-05-09T11:42:00,Unclassified,1.0,
1599,OOLU6790260,COSU,VNVUT,2021-05-11T01:00:00+07:00,2021-05-11T15:15:00+07:00,USNYC,2021-06-15T13:00:00-05:00,,2021-06-16T15:34:02.974317-05:00,,Vessel arrival,1.0,2021-06-17T12:30:00
1600,CMAU9100350,CMDU,CNNKG,,,USNYC,2021-05-08T00:00:00-05:00,2021-05-09T06:48:12.670000-05:00,,2021-05-09T18:34:00,Unclassified,2.0,
1601,BEAU5764760,COSU,VNVUT,2021-05-11T01:00:00+07:00,2021-05-11T15:15:00+07:00,USNYC,2021-06-15T13:00:00-05:00,,2021-06-16T15:34:02.974317-05:00,,Vessel arrival,1.0,2021-06-17T12:30:00
1602,OOCU4902508,COSU,CNSHG,2021-05-11T10:00:00+08:00,2021-05-12T10:39:23+08:00,USNYC,2021-06-05T13:00:00-05:00,,2021-06-07T16:23:32.636958-05:00,,Vessel arrival,1.0,2021-06-07T13:00:00
1603,TLLU5193172,CMDU,CNSHG,2021-04-07T00:00:00+08:00,2021-04-09T05:58:20+08:00,USNYC,2021-05-08T00:00:00-05:00,2021-05-09T06:48:12.670000-05:00,,2021-05-09T11:42:00,Unclassified,1.0,
